old_id,old_title,old_web,old_image,old_source,old_city,coverage,match_status,match_score,new_id,new_title,new_web
1,Jazz Queensland,http://www.jazzqueensland.com,,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:276,Brisbane,covered,matched_domain,1,198,Jazz Queensland,jazzqueensland.com
2,WHAT'S ON,http://www.InviteOnlyDating.com,/images/CheapEatsBanner_120x80.gif,F:\Work\Websites\Frontpage Sites\events4singles\index.html,Melbourne,covered,matched_domain,1,192,Invite Only Dating,inviteonlydating.com
3,Inner Actions,,,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:101,Canberra,covered,matched_title,1,600,Inner Actions,
4,Clinton Smith B.Counselling Location Central Coast,,/images/clintonsmith-sml.jpg,D:\Projects\Clients\Dad\Events4singles\legacy\site\page_links\lifecoaches\lifecoachbio_clintonsmith_centralcoast.htm,,drop:non_listing_title,unmatched,0.538,,,
5,Tengo Tango,,/images/TengoTango_170x84.jpg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:145,Canberra,covered,matched_title,1,472,Tengo Tango,akvaryumhobisi.com/tengotango
6,Melbourne River Cruises,http://www.melbcruises.com.au,/images/Melbournerivercruises_165x9.jpg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:90,Melbourne,covered,matched_domain,1,283,Melbourne River Cruises,melbcruises.com.au
7,Phoenix Lifestyle,http://www.phoenixlifestyle.com,/images/pheonixlifestyle_120x80.jpg,D:\Projects\Clients\Dad\Events4singles\legacy\site\images\events_melbourne.htm,Melbourne,covered,matched_title,1,535,Phoenix Lifestyle,phoenixlifestyle.com.au
8,Queensland,http://www.latinenergyproductions.com.au,/images/latinenergy_94x60.gif,D:\Projects\Clients\Dad\Events4singles\legacy\site\dance_classes_salsa.htm,Brisbane,covered,matched_domain,1,356,Queensland,latinenergyproductions.com.au
9,Professional Edge Seminars,http://www.taic.com.au,/images/austimageco_165x90.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:102,Melbourne,covered,matched_domain,1,484,The Australia Image Company,taic.com.au/05_corp.html
10,VIBRANCE,http://www.vibrance.net.au,/images/vibrance_120x79.jpg,F:\Work\Websites\Frontpage Sites\events4singles\events_brisbane.htm,Brisbane,possible_old_only,unmatched,0.526,,,
11,YogaTrinity,http://www.yogatrinity.com,/images/trinity120x80.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:97,Brisbane,covered,matched_domain,1,678,Yoga Trinity - Brisbane,yogatrinity.com
13,Coasters Connect Gold Coast,http://www.coastersconnect.com,/images/costersConect_90x82.jpg,D:\Projects\Clients\Dad\Events4singles\legacy\site\archivefile\advertisers\coasters_connect_gold_coast__so.htm,,possible_old_only,unmatched,0.56,,,
14,Vital Partners,http://www.vitalpartners.com.au,/images/vital_partners_120x80.jpg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:134,Adelaide,covered,matched_domain,1,509,Vital Partners,vitalpartners.com.au
18,Sydney Salsa,http://www.sydneysalsa.net,/images/sydsalsablack_160x90.gif,D:\Projects\Clients\Dad\Events4singles\legacy\site\Customer page links\quotes\sydney salsa.htm,,drop:archive_or_admin_source,unmatched,0.833,,,
19,Mango Dance,http://www.mangodance.com.au,/images/Mango-Dance-Studio_100x94.gif,D:\Projects\Clients\Dad\Events4singles\legacy\site\archivefile\pages\dance_classes_sydney_archmay06.htm,Sydney,possible_old_only,unmatched,0.727,,,
20,Le Step,http://www.lestep.com.au,/images/lestep_146x117.jpg,D:\Projects\Clients\Dad\Events4singles\legacy\site\dance_classes_goldcoast.htm,Gold Coast,covered,matched_domain,1,239,Le Step,lestep.com.au
21,Tas Swing,http://www.tasswing.com.au,/images/tasswingx120x80.jpg,D:\Projects\Clients\Dad\Events4singles\legacy\site\dance_classes_tasmania.htm,,covered,matched_domain,1,470,TasSwing,tasswing.com.au
22,FERRY Woolwich is well served by the inner-harbour ferry service. The ferry leaves from Circular Quay (generally from Wharf 5) at regular intervals an,,,D:\Projects\Clients\Dad\Events4singles\legacy\site\woolwich.htm,,drop:non_listing_title,unmatched,0.283,,,
24,RSVP Travel,,/images/RSVPHolidays_Apostles_120x80.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:88,Melbourne,covered,matched_title,1,374,RSVP Travel,rsvp.com.au | rsvp.com.au/singles+travel/trips+holidays.jsp
26,Latin Rhythms Dance Academy,http://www.latinrhythms.com.au,/images/latin_rythms_123x80.gif,F:\Work\Admin\Dad\Events 4 Singles\Images\dance_classes_canberra.htm,Canberra,covered,matched_domain,1,230,Latin Rhythms Dance Academy,latinrhythms.com.au
27,Singles Social Dance,,/images/jazzband_160x101.jpg,D:\Projects\Clients\Dad\Events4singles\legacy\site\archivefile\advertisers\pat_powell_jazz_showcase.htm,Melbourne,possible_old_only,unmatched,0.706,,,
36,A Table for Six,http://www.atableforsix.com.au,/images/at46_ani_125x80a.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:80,Sunshine Coast,covered,matched_domain,1,550,A Table for Six - Melbourne,atableforsix.com.au
38,Image Update,http://www.imageupdate.com.au,/images/imageupdate_160x108.jpg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:100,Perth,covered,matched_domain,1,187,Image Update,imageupdate.com.au
39,Life Development Centre,http://www.lifedevelopmentcentre.com/,/images/life_120x80.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:101,Melbourne,covered,matched_title,1,607,Life Development Centre,
40,Social Mingles,http://www.socialmingles.com.au,,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:49,Brisbane,covered,matched_title,1,690,Social Mingles,events.socialmingles.com.au
41,Dinner at Eight,http://www.dinnerateight.com.au,/images/dinneradvert.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:503,Melbourne,covered,matched_domain,1,536,Dinner at Eight,dinnerateight.com.au
42,Katherine Boulton,http://www.katherineboulton.com,,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:104,Hobart,covered,matched_domain,1,210,Katherine Boulton,katherineboulton.com
43,Magistic Cruises,http://www.newyearsevesydney.net.au/new_years_eve_magistic_program.html,,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:90,Sydney,covered,matched_domain,1,398,Showboat Cruises,newyearsevesydney.net.au/new_years_eve_showboat_program.html
44,YouRmatched,http://www.yourmatched.com.au,/images/youRmatched-logox4-rgb-hr-black-(2).jpg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:142,Geelong,covered,matched_domain,1,680,YouRmatched Speed Dating Dinners in Geelong - plus more,yourmatched.com.au
45,Echuca-Moama Riverboats Jazz,http://www.echucamoama.com/jazz,,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:275,Melbourne,covered,matched_domain,1,134,Echuca-Moama Riverboats Jazz,echucamoama.com/jazz
46,Rolfing on the move with Su Tindall,,/images/rolfingbysutindall_120x80.gif,D:\Projects\Clients\Dad\Events4singles\legacy\site\singles_health.htm,,covered,matched_title,1,370,Rolfing on the move with Su Tindall,rolfing-on-the-move.com.au
47,Valentinos,http://www.valentinoscaferestaurant.com.au,/images/valentinos_132x100.jpg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:107,Melbourne,covered,matched_domain,1,502,Valentinos,valentinoscaferestaurant.com.au
48,Events calendar Perth,,/images/icon_canberra.gif,D:\Projects\Clients\Dad\Events4singles\legacy\site\canberraeventcal.htm,,drop:non_listing_title,unmatched,0.524,,,
51,Indigo,http://www.indigocoaching.com.au,/images/indigo_92x85.jpg,D:\Projects\Clients\Dad\Events4singles\legacy\site\Customer page links\quotes\indigo.htm,,drop:archive_or_admin_source,unmatched,0.545,,,
52,Saturday,http://www.perfectdates.com.au,/images/perfectdates_ani_120x80.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:102,Melbourne,drop:non_listing_title,unmatched,0.8,,,
53,Life's a Ball,http://www.lifesaball.com.au/,/images/lifeaball.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:75,Melbourne,covered,matched_domain,1,244,Life's a Ball,lifesaball.com.au
55,Lets Go Dance,http://www.letsgodance.com.au,/images/letsgodance_120x80.gif,D:\Projects\Clients\Dad\Events4singles\legacy\site\customer_listings\dance schools\letsgodance.htm,,possible_old_only,unmatched,0.692,,,
56,Entrepreneurs Sydney Business Club,http://www.EntrepreneursSydney.com,/images/entrep_120x80.png,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:102,Sydney,covered,matched_domain,1,139,Entrepreneurs Sydney Business Club Join Now,entrepreneurssydney.com
57,Ceroc Perth,http://www.cerocperth.com.au,/images/cerocperth_140x100.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:478,Sydney,covered,matched_domain,1,79,Ceroc Perth,cerocperth.com.au
58,Argentine Tango,http://tangowa.com/,/images/tangowa_120x80.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:478,Perth,covered,matched_title,1,28,Argentine Tango,tangowa.com | tangoperth.com
59,Latin Lover,http://www.latinlover.com.au/,/images/Latinlover143x72.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:481,Melbourne,covered,matched_title,1,228,Latin Lover,atinlover.com.au
60,Philippines Introduction Tours,http://www.filipinobridetours.com.au,/images/philipinobride.jpg,D:\Projects\Clients\Dad\Events4singles\legacy\site\events_melbourne2.htm,Melbourne,covered,matched_domain,1,623,Philippines Introduction Tours,filipinobridetours.com.au
61,Dr Janet Hall,http://www.drjanethall.com.au,/images/janethall.jpg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:102,Melbourne,covered,matched_domain,1,129,Dr Janet Hall,drjanethall.com.au
62,Market Street Tavern,,/images/markettave_120x85.gif,D:\Projects\Clients\Dad\Events4singles\legacy\site\function_centres.htm,,covered,matched_title,1,613,Market Street Tavern,
63,Elite Adventures,,/images/elite.jpg,D:\Projects\Clients\Dad\Events4singles\legacy\site\images\events_adelaide.htm,Adelaide,possible_old_only,unmatched,0.743,,,
64,Just4singles,,/images/j4singles_170x88.gif,D:\Projects\Clients\Dad\Events4singles\legacy\site\images\events_melbourne.htm,Melbourne,covered,matched_title,1,208,Just4singles,just4singles.com.au
65,H2O Yacht Charters & Sail Training,http://www.h2osailing.com,/images/h20_170x91.jpg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:148,Adelaide,covered,matched_domain,1,176,H2O Yacht Charters & Sail Training,h2osailing.com
67,Dear First_Name Events4singles Special Offer! SYDNEY AQUARIUM If the idea of dating gives you butterflies in your stomach,http://www.sydneyaquarium.com.au,,D:\Projects\Clients\Dad\Events4singles\legacy\site\Customer page links\quotes\sydacqoffer.htm,,drop:non_listing_title,unmatched,0.351,,,
68,Solo Traveller,http://www.solotraveller.com.au,/images/solotraveller_120x81.jpg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:87,Melbourne,covered,matched_domain,1,421,Solo Traveller - Australia & Overseas Tours,solotraveller.com.au
70,Sydney Singles,http://www.sydneysingles.com.au,/images/sydneysingles_120x80.jpg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:75,Sydney,covered,matched_domain,1,457,Sydney Singles,sydneysingles.com.au
71,Tripmates .com.au,http://www.tripmates.com.au,/images/tripmates_ani_120x81.gif,D:\Projects\Clients\Dad\Events4singles\legacy\site\customer_listings\tripmate.htm,,possible_old_only,unmatched,0.733,,,
72,Entertainment & Night Clubs,http://www.helenfenton.com,/images/helenfenton_120x81.jpg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:83,Sydney,covered,matched_domain,1,660,Sydney Sound Big Band & Helen Fenton,helenfenton.com
73,Cairns Yoga Academy,http://www.yoga8.com,,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:97,Brisbane,covered,matched_domain,1,569,Cairns Yoga Academy - Cairns,yoga8.com
74,Blue Label Life,http://www.bluelabellife.com.au/index.php,/images/blue_label_ani1_120x80.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:503,Melbourne,covered,matched_title,1,52,Blue Label Life,bluelabellife.com.au | bluelabellife.com.au/index.php
75,Counselling Adelaide,http://www.counsellingadelaide.com.au/,/images/cottesloe_120x80.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:101,Perth,covered,matched_title,1,575,Counselling Adelaide,
76,Bicycle Express,http://www.bicycleexpress.com.au,/images/bicexpress.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:105,Adelaide,possible_old_only,unmatched,0.5,,,
79,Partners & Friends,http://www.partnersandfriends.com.au,/images/partnerfriends_120x80.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:68,Melbourne,covered,matched_domain,1,327,Partners & Friends ……a relaxing way for singles to meet,partnersandfriends.com.au
83,The Tango Salon,http://www.tango.com.au,/images/tangosalonlogo_sm.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:478,,covered,matched_domain,1,493,The Tango Salon,tango.com.au
84,Tango Social Club of Canberra,http://www.tangocanberra.asn.au/,/images/Tangosccanberra_170x55.jpg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:145,Melbourne,covered,matched_domain,1,465,Tango Social Club of Canberra,tangocanberra.asn.au
85,Lorraine Pirihi,http://www.office-organize.com,/images/sandy_90x117.gif,D:\Projects\Clients\Dad\Events4singles\legacy\site\life_coaches_melbourne.htm,Melbourne,covered,matched_title,1,252,Lorraine Pirihi,office-organize.com | office-organize.com/lifecoaching.html
86,Go to the Banner Farm Click on the Banner below to visit the Banner page to add a link-back to events4singles on your website. http://www.netregistry,http://www.netregistry.com.au/support/ecommerce/install_single.html,/images/E4S_260x50.gif,D:\Projects\Clients\Dad\Events4singles\legacy\site\advertise_payment_page.htm,,drop:non_listing_title,unmatched,0.354,,,
87,Body Health,http://www.bodyhealthfitness.com.au/,/images/bodyHealthFitness120x50.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:169,Sydney,covered,matched_domain,1,57,Body Health,bodyhealthfitness.com.au
89,After Work Social Club,http://www.afterwork.com.au/,/images/afterwork_120x80.jpg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:81,Sydney,covered,matched_domain,1,20,After Work Social Club for Sydney’s Business People,afterwork.com.au
92,Eastern Europe Fully Guided Tour 2015,,,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:137,Perth,covered,matched_title,1,583,Eastern Europe Fully Guided Tour 2015,
93,Adelaide Speed Date,http://www.adelaidespeeddate.com.au,/images/adelaidespeeddate_122x78.gif,D:\Projects\Clients\Dad\Events4singles\legacy\site\images\events_adelaide.htm,Adelaide,possible_old_only,unmatched,0.649,,,
94,Funky Butts,http://www.funkybutts.com/,/images/funckybutts_170x83.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:470,Sydney,covered,matched_domain,1,162,Funky Butts,funkybutts.com
95,Gaby's Dance Studio Club Inc,,/images/GDS_150x134.jpg,D:\Projects\Clients\Dad\Events4singles\legacy\site\dance_classes_canberra.htm,Canberra,covered,matched_title,1,166,Gaby's Dance Studio Club Inc.,netspeed.com.au/gabysdancestudio
96,Epicurious,http://www.epicurioustravel.com.au,/images/epicurious1_ani_120x80.gif,D:\Projects\Clients\Dad\Events4singles\legacy\site\customer_listings\epicurious.htm,,covered,matched_domain,1,586,Epicurious,epicurioustravel.com.au
97,Latin Motion Dance Academy,http://www.latinmotion.com.au/,/images/latinmotion_170x74.jpg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:470,Sydney,covered,matched_domain,1,229,Latin Motion Dance Academy,latinmotion.com.au
98,Spirit Safaris,http://www.spiritsafaris.com,/images/spiritsafaris.jpg,F:\Work\Websites\Frontpage Sites\events4singles\sport_adventure.htm,,possible_old_only,unmatched,0.786,,,
99,Socializing Newcastle,http://www.socializingnewcastle.com.au/,/images/socialisingnewcastle_120x80.jpg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:144,Newcastle,covered,matched_title,1,643,Socializing Newcastle,
100,Altitude,http://www.baraltitude.com.au/content/whatsOn.htm,/images/altitude_136x67.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:85,Melbourne,covered,matched_domain,1,24,Altitude,baraltitude.com.au
101,WHAT'S ON,http://www.sociallife.com.au,/images/friendsandadventures_140x94.jpg,D:\Projects\Clients\Dad\Events4singles\legacy\site\archivefile\whats_on\whats_on_nov05.htm,,drop:non_listing_title,unmatched,0.6,,,
102,Forever Dance,,/images/foreverdance_120x80.jpg,F:\Work\Websites\Frontpage Sites\events4singles\dance_classes_melbourne.htm,Melbourne,possible_old_only,unmatched,0.692,,,
103,Singles Holiday Travel,http://www.singlesholidaytravel.com/,,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4sdbase.txt#jos_content:134,Melbourne,covered,matched_title,1,638,Singles Holiday Travel,
105,Victoria,http://www.just4singles.com.au,/images/just4singles_170x70.jpg,D:\Projects\Clients\Dad\Events4singles\legacy\site\dance_party_clubs_adelaide.htm,Melbourne,covered,matched_domain,1,208,Just4singles,just4singles.com.au
106,Whispers From Beyond,http://www.whispersfrombeyond.com.au/,/images/clip_image003_0000.jpg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:106,Perth,covered,matched_domain,1,515,Whispers From Beyond,whispersfrombeyond.com.au
107,Swing Dance,,/images/swingdancebris_120x90.jpg,D:\Projects\Clients\Dad\Events4singles\legacy\site\dance_classes_brisbane.htm,Adelaide,covered,matched_title,1,447,Swing Dance,swingdancesa.tripod.com
108,Dancing Shoes Australia,http://www.dancingshoes.com.au,/images/prodance_170x90.gif,D:\Projects\Clients\Dad\Events4singles\legacy\site\archivefile\pages\dance_classes_sydney_archmay06.htm,Sydney,possible_old_only,unmatched,0.667,,,
109,Latin Groove,http://www.latinogrooves.com/,/images/latinogrooves_120x80.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:481,Adelaide,covered,matched_domain,1,235,Latino Grooves,latinogrooves.com
110,FYC Travel Club,,/images/foreveryoung_120x83_v2.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:87,Brisbane,covered,matched_title,1,165,FYC Travel Club,forever-young-club.com.au
111,Nuroc Dance Dance Company,http://www.nuroc.com.au/contacts.htm,/images/nuroc_170x88.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:470,Sydney,covered,matched_domain,1,311,Nuroc Dance Dance Company,nuroc.com.au
112,Friends Getting Together,http://www.friendsgettingtogether.org.au,/images/friendgettogether_120x80.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:441,Melbourne,covered,matched_domain,1,160,Friends Getting Together,friendsgettingtogether.org.au
113,Panache Coaching,http://www.AusLifeCoaching.com,/images/davidtnewton.jpg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:93,Brisbane,covered,matched_domain,1,323,Panache Coaching,auslifecoaching.com
114,Solo Graduates,http://www.solograduates.net.au,/images/SG-logo-small.gif,F:\Work\Websites\Frontpage Sites\events4singles\social_clubs_melb.htm,Melbourne,possible_old_only,unmatched,0.593,,,
115,Purely Social,http://www.purelysocial.com,/images/purelysocial_160x94.gif,D:\Projects\Clients\Dad\Events4singles\legacy\site\archivefile\advertisers\purely_social__for_single_profe.htm,Brisbane,possible_old_only,unmatched,0.6,,,
116,Success and You,http://www.successandyou.com.au/seminars.shtml,/images/successandyou.jpg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:102,Sydney,covered,matched_title,1,442,Success and You,successandyou.com.au | successandyou.com.au/contact.shtml
117,City Roc,http://www.facebook.com/pages/Cityroc/149047945163411,,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:75,Sydney,covered,matched_title,1,571,City Roc,
118,Secrets for Singles,http://www.secretsforsingles.com,/images/secretsforsingles_120x82.jpg,D:\Projects\Clients\Dad\Events4singles\legacy\site\love_life_coaches.htm,,covered,matched_domain,1,387,Secrets for Singles,secretsforsingles.com
119,Melbourne Yoga,http://www.melbourneyoga.com.au,/images/yoga1_120x80.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:97,Melbourne,covered,matched_domain,1,284,Melbourne Yoga,melbourneyoga.com.au
121,Party Approach,http://www.partyapproach.com.au,/images/partyapproach_120x80.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:487,Adelaide,covered,matched_domain,1,328,Party Approach,partyapproach.com.au
122,Bikram's Yoga College of India,http://www.bikram.com.au,/images/bikramyoga_120x80.jpg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:97,Sydney,covered,matched_domain,1,50,Bikram's Yoga College of India - Lane Cove,bikram.com.au
123,Round Table Six,http://www.roundtablesix.com.au,/images/rt6_122x80.gif,D:\Projects\Clients\Dad\Events4singles\legacy\site\events_sydney-.htm,Sydney,covered,matched_domain,1,372,Round Table Six,roundtablesix.com.au
124,Megisti Blu,http://www.megistiblu.com.au,/images/megisti_143x110.gif,D:\Projects\Clients\Dad\Events4singles\legacy\site\Customer page links\quotes\megistiblu.htm,,covered,matched_domain,1,281,Megisti Blu,megistiblu.com.au
125,Singles World Travel,http://www.singlesworldtravel.com.au/,/images/singleworldtr_124x80.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:87,Melbourne,covered,matched_title,1,640,Singles World Travel,
126,28's,http://www.28s.com.au/,/images/28s_120x80.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:75,Melbourne,covered,matched_domain,1,2,28's,28s.com.au
127,Bellingen Jazz Festival,http://www.bellingenjazzfestival.com.au/,,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:277,Sydney,covered,matched_domain,1,48,Bellingen Jazz Festival,bellingenjazzfestival.com.au
128,Cheap-Eats-Group,http://www.cheapeatsgroup.org/SydneyDinnerDancing.html,/images/2010cheapEATSgroup.jpg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:134,Melbourne,covered,matched_domain,1,548,Cheap-Eats-Groupp Dine and Dance,cheapeatsgroup.org/sydneydinnerdancing.html
129,The Super Coach,http://www.thesupercoach.com,/images/thesupercoach_ani_120x80.gif,D:\Projects\Clients\Dad\Events4singles\legacy\site\customer_listings\supercoach.htm,Darwin,covered,matched_domain,1,671,The Super Coach,thesupercoach.com
130,Location Central Coast,,/images/clintonsmith-sml.jpg,D:\Projects\Clients\Dad\Events4singles\legacy\site\page_links\lifecoaches\lifecoachbio_clintonsmith_centralcoast.htm,,drop:non_listing_title,unmatched,0.579,,,
132,Marystreet Nightclub,http://www.marystreet.com.au/entertainment/band.htm,/images/mStreet_160x70.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:85,Brisbane,covered,matched_domain,1,272,Marystreet Nightclub,marystreet.com.au
133,Social 8,http://www.social8adelaide.com/,/images/social8_120x80.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:148,Adelaide,covered,matched_title,1,416,Social 8,social8.com.au
134,Connection Social Links,http://www.connection-social-links.org,/images/connectionsociallinks_120x8.jpg,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:441,Melbourne,covered,matched_domain,1,99,Connection Social Links,connection-social-links.org
135,Salsa Passion,http://www.salsapassion.com/,/images/salsapassion_124x80.gif,C:\Users\Matt\OneDrive\Cloud\1-Business\Dad Businesses (E4S - Afterwork)\e4s-25-10-16.txt#jos_content:146,Sydney,covered,matched_domain,1,530,Salsa Passion,salsapassion.com
136,"Single Minded Fridays, Single Minded Saturdays",,,D:\Projects\Clients\Dad\Events4singles\legacy\site\archivefile\advertisers\single_minded_fridays.htm,,drop:non_listing_title,unmatched,0.485,,,
137,Two Minute Tango,http://www.twominutetango.com,/images/speeddating_150x55.jpg,F:\Work\Websites\Frontpage Sites\events4singles\speed_dating_brisbane.htm,Brisbane,possible_old_only,unmatched,0.667,,,
